38734,0,61
38936,0,61
39138,0,61
39340,0,61
39541,0,61
39743,0,62
39945,0,61
40146,0,61
40347,0,61
40549,0,61
40751,2,61
40952,20,61
41154,53,61
41356,84,61
41558,121,61
41760,153,61
41962,176,61
42164,197,61
42365,228,63
42567,265,62
42769,296,61
42971,323,60
43172,346,61
43374,371,61
43576,403,61
43778,428,61
43979,459,61
44181,486,61
44383,511,62
44584,550,61
44786,591,61
44988,613,61
45190,636,61
45392,654,61
45594,663,61
45796,681,60
45998,696,61
46199,713,61
46401,712,61
46603,712,61
46804,743,62
47006,784,62
47208,821,62
47410,858,61
47611,901,61
47813,950,61
48015,992,61
48217,1018,62
48418,1023,61
48621,1023,61
48823,1023,62
49025,1023,62
49226,1023,62
49428,1023,61
49630,1023,62
49831,1023,62
50033,1023,62
50235,1023,63
50437,1023,62
50639,1023,62
50841,1023,62
51043,1023,62
51245,1023,62
51446,1023,63
51648,1023,62
51850,1023,63
52051,1023,63
52253,1023,63
52455,1023,63
52658,1023,63
52859,1023,62
53061,1023,63
53263,1023,63
53465,1023,63
53666,1023,63
53868,1023,63
54070,1023,64
54272,1023,63
54474,1023,63
54676,1023,63
54878,1023,63
55079,1023,63
55281,1023,63
55483,1023,64
55685,1023,64
55886,1023,63
56088,1023,64
56290,1023,64
56493,1023,64
56694,1023,64
56896,1023,64
57098,1023,64
57299,1023,64
57501,1023,64
57703,1023,64
57905,1023,64
58106,1023,64
58308,1023,64
58511,1023,64
58713,1023,65
58914,1023,64
59116,1023,63
59318,1023,64
59520,1023,64
59721,1023,65
59923,1023,65
60125,1023,64
60326,1023,64
60529,1023,64
60731,1023,64
60933,1023,65
61134,1023,65
61336,1023,64
61538,1023,65
61740,1023,65
61941,1023,65
62143,1023,65
62346,1023,65
62547,1023,65
62749,1023,65
62951,1023,65
63153,1023,65
63354,1023,65
63556,1023,65
63758,1023,66
63960,1023,65
64161,1023,65
64364,1023,65
64566,1023,65
64768,1023,65
64969,1023,66
65171,1023,65
65373,1023,65
65574,1023,65
65776,1023,65
65978,1023,65
66180,1023,66
66382,1023,65
66584,1023,66
66786,1023,65
66988,1023,66
67189,1023,65
67391,1023,66
67593,1023,65
67794,1023,66
67996,1023,66
68198,1023,66
68401,1023,66
68602,1023,65
68804,1023,66
69006,1023,66
69208,1023,66
69409,1023,66
69611,1023,66
69813,1023,66
70014,1023,66
70217,1023,66
70419,1023,66
70621,1023,66
70822,1023,66
71024,1023,66
71226,1023,66
71428,1023,66
71629,1023,66
71831,1023,66
72033,1023,66
72236,1023,66
72437,1023,66
72639,1023,66
72841,1023,67
73042,1023,66
73244,1023,66
73446,1023,66
73648,1023,66
73849,960,66
74051,727,66
74253,602,66
74456,459,67
74657,285,66
74859,167,66
75061,3,66
75262,0,66
75464,0,66
75666,0,66
75868,0,66
76069,0,66
76271,0,66
76472,0,65
76674,0,66
76875,0,66
77077,0,65
77279,0,66
77480,0,66
77682,0,65
77884,0,65
78086,0,66
78287,0,65
78489,0,65
78691,0,65
78893,0,65
79094,0,65
79296,0,65
79498,0,65
79699,0,65
79901,0,65
80103,0,64
80305,0,65
80506,0,64
80708,0,65
80910,0,65
81112,0,65
81313,0,65
81515,0,65
81717,0,65
81918,0,65
82120,0,64
82322,0,64
82524,0,64
82725,0,64
82927,0,65
83128,0,64
83330,0,64
83531,0,64
83733,0,64
83935,0,64
84136,0,64
84338,0,64
84540,0,64
84742,0,64
84943,0,64
85145,0,64
85347,0,64
85549,0,64
85750,0,63
85952,0,64
86154,0,64
86355,0,64
86557,0,63
86759,0,64
86961,0,63
87162,0,64
87364,0,63
87566,0,64
87768,0,63
87969,0,63
88171,0,63
88373,0,63
88574,0,63
88776,0,64
88978,0,64
89180,0,63
89381,0,63
89582,0,63
89784,0,63
89986,0,63
90187,0,63
90389,0,62
90591,0,63
90792,0,63
90994,0,63
91196,0,63
